id,province,city_regency,district,sub_district,postal_code
1380,Banten,Tangerang - Kabupaten,Tigaraksa,Mata Gara,15720
1381,Banten,Tangerang - Kabupaten,Tigaraksa,Tigaraksa,15720
1382,Banten,Tangerang - Kabupaten,Tigaraksa,Pete,15720
1383,Banten,Tangerang - Kabupaten,Tigaraksa,Tegalsari,15720
1384,Banten,Tangerang - Kabupaten,Tigaraksa,Pematang,15720
1385,Banten,Tangerang - Kabupaten,Tigaraksa,Pasir Nangka,15720
1386,Banten,Tangerang - Kabupaten,Tigaraksa,Cisereh,15720
1387,Banten,Tangerang - Kabupaten,Tigaraksa,Pasir Bolang,15720
1388,Banten,Tangerang - Kabupaten,Jambe,Mekarsari,15720
1389,Banten,Tangerang - Kabupaten,Jambe,Daru,15720
1390,Banten,Tangerang - Kabupaten,Jambe,Suka Manah,15720
1391,Banten,Tangerang - Kabupaten,Jambe,Taban,15720
1392,Banten,Tangerang - Kabupaten,Jambe,Ancol Pasir,15720
1393,Banten,Tangerang - Kabupaten,Jambe,Rancabuaya,15720
1394,Banten,Tangerang - Kabupaten,Jambe,Tipar Jaya,15720
1395,Banten,Tangerang - Kabupaten,Jambe,Jambe,15720
1396,Banten,Tangerang - Kabupaten,Jambe,Kutruk,15720
1397,Banten,Tangerang - Kabupaten,Jambe,Pasir Barat,15720
1398,Banten,Tangerang - Kabupaten,Cikupa,Budi Mulya,15710
1399,Banten,Tangerang - Kabupaten,Cikupa,Bojong,15710
1400,Banten,Tangerang - Kabupaten,Cikupa,Suka Mulya,15710
1401,Banten,Tangerang - Kabupaten,Cikupa,Cikupa,15710
1402,Banten,Tangerang - Kabupaten,Cikupa,Dukuh,15710
1403,Banten,Tangerang - Kabupaten,Cikupa,Bitung Jaya,15710
1404,Banten,Tangerang - Kabupaten,Cikupa,Bunder,15710
1405,Banten,Tangerang - Kabupaten,Cikupa,Suka Damai,15710
1406,Banten,Tangerang - Kabupaten,Cikupa,Pasir Jaya,15710
1407,Banten,Tangerang - Kabupaten,Cikupa,Pasir Gadung,15710
1408,Banten,Tangerang - Kabupaten,Cikupa,Talaga Sari,15710
1409,Banten,Tangerang - Kabupaten,Cikupa,Talaga,15710
1410,Banten,Tangerang - Kabupaten,Cikupa,Suka Nagara,15710
1411,Banten,Tangerang - Kabupaten,Cikupa,Cibadak,15710
1412,Banten,Tangerang - Kabupaten,Panongan,Ranca Iyuh,15710
1413,Banten,Tangerang - Kabupaten,Panongan,Mekar Jaya,15710
1414,Banten,Tangerang - Kabupaten,Panongan,Ranca Kalapa,15710
1415,Banten,Tangerang - Kabupaten,Panongan,Panongan,15710
1416,Banten,Tangerang - Kabupaten,Panongan,Serdang Kulon,15710
1417,Banten,Tangerang - Kabupaten,Panongan,Ciakar,15710
1418,Banten,Tangerang - Kabupaten,Panongan,Mekar Bakti,15710
1419,Banten,Tangerang - Kabupaten,Panongan,Peusar,15710
1420,Banten,Tangerang - Kabupaten,Curug,Curug Kulon,15810
1421,Banten,Tangerang - Kabupaten,Curug,Curug Wetan,15810
1422,Banten,Tangerang - Kabupaten,Curug,Suka Bakti,15810
1423,Banten,Tangerang - Kabupaten,Curug,Cukang Galih,15810
1424,Banten,Tangerang - Kabupaten,Curug,Kadu Jaya,15810
1425,Banten,Tangerang - Kabupaten,Curug,Kadu,15810
1426,Banten,Tangerang - Kabupaten,Curug,Binong,15810
1427,Banten,Tangerang - Kabupaten,Kelapa Dua,Bojong Nangka,15810
1428,Banten,Tangerang - Kabupaten,Kelapa Dua,Curug Sangerang,15810
1429,Banten,Tangerang - Kabupaten,Kelapa Dua,Pakulonan Barat,15810
1430,Banten,Tangerang - Kabupaten,Kelapa Dua,Kelapa Dua,15810
1431,Banten,Tangerang - Kabupaten,Kelapa Dua,Bencongan Indah,15810
1432,Banten,Tangerang - Kabupaten,Kelapa Dua,Bencongan,15810
1433,Banten,Tangerang - Kabupaten,Legok,Ciangir,15820
1434,Banten,Tangerang - Kabupaten,Legok,Babat,15820
1435,Banten,Tangerang - Kabupaten,Legok,Bojong Kamal,15820
1436,Banten,Tangerang - Kabupaten,Legok,Cirarab,15820
1437,Banten,Tangerang - Kabupaten,Legok,Caringin,15820
1438,Banten,Tangerang - Kabupaten,Legok,Babakan,15820
1439,Banten,Tangerang - Kabupaten,Legok,Kamuning,15820
1440,Banten,Tangerang - Kabupaten,Legok,Pala Sari,15820
1441,Banten,Tangerang - Kabupaten,Legok,Serdang Wetan,15820
1442,Banten,Tangerang - Kabupaten,Legok,Rancagong,15820
1443,Banten,Tangerang - Kabupaten,Legok,Legok,15820
1444,Banten,Tangerang - Kabupaten,Pagedangan,Karang Tengah,15157
1445,Banten,Tangerang - Kabupaten,Pagedangan,Malang - Kota Nengah,15330
1446,Banten,Tangerang - Kabupaten,Pagedangan,Jatake,15330
1447,Banten,Tangerang - Kabupaten,Pagedangan,Kadu Sirung,15337
1448,Banten,Tangerang - Kabupaten,Pagedangan,Situ Gadung,15338
1449,Banten,Tangerang - Kabupaten,Pagedangan,Pagedangan,15339
1450,Banten,Tangerang - Kabupaten,Pagedangan,Cicalengka,15336
1451,Banten,Tangerang - Kabupaten,Pagedangan,Lengkong Kulon,15331
1452,Banten,Tangerang - Kabupaten,Pagedangan,Cijantra,15335
1453,Banten,Tangerang - Kabupaten,Pagedangan,Medang,15334
1454,Banten,Tangerang - Kabupaten,Pagedangan,Cihuni,15332
1455,Banten,Tangerang - Kabupaten,Cisauk,Mekarwangi,15340
1456,Banten,Tangerang - Kabupaten,Cisauk,Dangdang,15342
1457,Banten,Tangerang - Kabupaten,Cisauk,Suradita,15343
1458,Banten,Tangerang - Kabupaten,Cisauk,Cisauk,15341
1459,Banten,Tangerang - Kabupaten,Cisauk,Sampora,15345
1460,Banten,Tangerang - Kabupaten,Cisauk,Cibogo,15344
1461,Banten,Tangerang - Kabupaten,Pasarkemis,Sukaasih,15560
1462,Banten,Tangerang - Kabupaten,Pasarkemis,Pasar Kemis,15560
1463,Banten,Tangerang - Kabupaten,Pasarkemis,Sukamantri,15560
1464,Banten,Tangerang - Kabupaten,Pasarkemis,Kuta Jaya,15560
1465,Banten,Tangerang - Kabupaten,Pasarkemis,Gelam Jaya,15560
1466,Banten,Tangerang - Kabupaten,Pasarkemis,Kuta Baru,15560
1467,Banten,Tangerang - Kabupaten,Pasarkemis,Kuta Bumi,15560
1468,Banten,Tangerang - Kabupaten,Pasarkemis,Pangadegan,15560
1469,Banten,Tangerang - Kabupaten,Pasarkemis,Sindang Sari,15560
1470,Banten,Tangerang - Kabupaten,Sindang Jaya,Wana Kerta,15560
1471,Banten,Tangerang - Kabupaten,Sindang Jaya,Suka Harja,15560
1472,Banten,Tangerang - Kabupaten,Sindang Jaya,Sindang Panon,15560
1473,Banten,Tangerang - Kabupaten,Sindang Jaya,Sindang Jaya,15560
1474,Banten,Tangerang - Kabupaten,Sindang Jaya,Sindang Asih,15560
1475,Banten,Tangerang - Kabupaten,Sindang Jaya,Sindang Sono,15560
1476,Banten,Tangerang - Kabupaten,Sindang Jaya,Badak Anom,15540
1477,Banten,Tangerang - Kabupaten,Balaraja,Gembong,15610
1478,Banten,Tangerang - Kabupaten,Balaraja,Cangkudu,15610
1479,Banten,Tangerang - Kabupaten,Balaraja,Sentul,15610
1480,Banten,Tangerang - Kabupaten,Balaraja,Sentul Jaya,15610
1481,Banten,Tangerang - Kabupaten,Balaraja,Talagasari,15610
1482,Banten,Tangerang - Kabupaten,Balaraja,Balaraja,15610
1483,Banten,Tangerang - Kabupaten,Balaraja,Tobat,15610
1484,Banten,Tangerang - Kabupaten,Balaraja,Suka Murni,15610
1485,Banten,Tangerang - Kabupaten,Balaraja,Saga,15610
1486,Banten,Tangerang - Kabupaten,Jayanti,Jayanti,15610
1487,Banten,Tangerang - Kabupaten,Jayanti,Pasir Muncang,15610
1488,Banten,Tangerang - Kabupaten,Jayanti,Sumur Bandung,15610
1489,Banten,Tangerang - Kabupaten,Jayanti,Cikande,15610
1490,Banten,Tangerang - Kabupaten,Jayanti,Pasir Gintung,15610
1491,Banten,Tangerang - Kabupaten,Jayanti,Pangkat,15610
1492,Banten,Tangerang - Kabupaten,Jayanti,Dang Deur,15610
1493,Banten,Tangerang - Kabupaten,Jayanti,Pabuaran,15610
1494,Banten,Tangerang - Kabupaten,Sukamulya,Kubang,15610
1495,Banten,Tangerang - Kabupaten,Sukamulya,Parahu,15610
1496,Banten,Tangerang - Kabupaten,Sukamulya,Suka Mulya,15610
1497,Banten,Tangerang - Kabupaten,Sukamulya,Kali Asin,15610
1498,Banten,Tangerang - Kabupaten,Sukamulya,Merak,15610
1499,Banten,Tangerang - Kabupaten,Sukamulya,Bunar,15610
1500,Banten,Tangerang - Kabupaten,Sukamulya,Benda,15610
1501,Banten,Tangerang - Kabupaten,Sukamulya,Buni Ayu,15610
1502,Banten,Tangerang - Kabupaten,Kresek,Koper,15620
1503,Banten,Tangerang - Kabupaten,Kresek,Pasir Ampo,15620
1504,Banten,Tangerang - Kabupaten,Kresek,Patra Sana,15620
1505,Banten,Tangerang - Kabupaten,Kresek,Renged,15620
1506,Banten,Tangerang - Kabupaten,Kresek,Talok,15620
1507,Banten,Tangerang - Kabupaten,Kresek,Jengkol,15620
1508,Banten,Tangerang - Kabupaten,Kresek,Kemuning,15620
1509,Banten,Tangerang - Kabupaten,Kresek,Ranca Ilat,15620
1510,Banten,Tangerang - Kabupaten,Kresek,Kresek,15620
1511,Banten,Tangerang - Kabupaten,Gunung Kaler,Kanda Wati,15620
1512,Banten,Tangerang - Kabupaten,Gunung Kaler,Cibetok,15620
1513,Banten,Tangerang - Kabupaten,Gunung Kaler,Tamiang,15620
1514,Banten,Tangerang - Kabupaten,Gunung Kaler,Cipaeh,15620
1515,Banten,Tangerang - Kabupaten,Gunung Kaler,Kedung,15620
1516,Banten,Tangerang - Kabupaten,Gunung Kaler,Onyam,15620
1517,Banten,Tangerang - Kabupaten,Gunung Kaler,Gunung Kaler,15620
1518,Banten,Tangerang - Kabupaten,Gunung Kaler,Sidoko,15620
1519,Banten,Tangerang - Kabupaten,Gunung Kaler,Ranca Gede,15620
1520,Banten,Tangerang - Kabupaten,Kronjo,Blukbuk,15550
1521,Banten,Tangerang - Kabupaten,Kronjo,Bakung,15550
1522,Banten,Tangerang - Kabupaten,Kronjo,Pasir,15550
1523,Banten,Tangerang - Kabupaten,Kronjo,Cirumpak,15550
1524,Banten,Tangerang - Kabupaten,Kronjo,Pagedangan Udik,15550
1525,Banten,Tangerang - Kabupaten,Kronjo,Pasilian,15550
1526,Banten,Tangerang - Kabupaten,Kronjo,Pagenjahan,15550
1527,Banten,Tangerang - Kabupaten,Kronjo,Muncung,15550
1528,Banten,Tangerang - Kabupaten,Kronjo,Kronjo,15550
1529,Banten,Tangerang - Kabupaten,Kronjo,Pagedangan Ilir,15550
1530,Banten,Tangerang - Kabupaten,Mekar Baru,Ganda Ria,15550
1531,Banten,Tangerang - Kabupaten,Mekar Baru,Kosambi Dalam,15550
1532,Banten,Tangerang - Kabupaten,Mekar Baru,Klutuk,15550
1533,Banten,Tangerang - Kabupaten,Mekar Baru,Mekar Baru,15550
1534,Banten,Tangerang - Kabupaten,Mekar Baru,Waliwis,15550
1535,Banten,Tangerang - Kabupaten,Mekar Baru,Cijeruk,15550
1536,Banten,Tangerang - Kabupaten,Mekar Baru,Kedaung,15550
1537,Banten,Tangerang - Kabupaten,Mekar Baru,Jenggot,15550
1538,Banten,Tangerang - Kabupaten,Mauk,Gunung Sari,15530
1539,Banten,Tangerang - Kabupaten,Mauk,Sasak,15530
1540,Banten,Tangerang - Kabupaten,Mauk,Kedung Dalem,15530
1541,Banten,Tangerang - Kabupaten,Mauk,Tegal Kunir Kidul,15530
1542,Banten,Tangerang - Kabupaten,Mauk,Jati Waringin,15530
1543,Banten,Tangerang - Kabupaten,Mauk,Tegal Kunir Lor,15530
1544,Banten,Tangerang - Kabupaten,Mauk,Banyu Asih,15530
1545,Banten,Tangerang - Kabupaten,Mauk,Mauk Timur,15530
1546,Banten,Tangerang - Kabupaten,Mauk,Mauk Barat,15530
1547,Banten,Tangerang - Kabupaten,Mauk,Ketapang,15530
1548,Banten,Tangerang - Kabupaten,Mauk,Marga Mulya,15530
1549,Banten,Tangerang - Kabupaten,Mauk,Tanjung Anom,15530
1550,Banten,Tangerang - Kabupaten,Kemiri,Legok Sukamaju,15530
1551,Banten,Tangerang - Kabupaten,Kemiri,Ranca Labuh,15530
1552,Banten,Tangerang - Kabupaten,Kemiri,Kemiri,15530
1553,Banten,Tangerang - Kabupaten,Kemiri,Kelebet,15530
1554,Banten,Tangerang - Kabupaten,Kemiri,Patra Manggala,15530
1555,Banten,Tangerang - Kabupaten,Kemiri,Karang Anyar,15530
1556,Banten,Tangerang - Kabupaten,Kemiri,Lontar,15530
1557,Banten,Tangerang - Kabupaten,Sukadiri,Buaran Jati,15530
1558,Banten,Tangerang - Kabupaten,Sukadiri,Gintung,15530
1559,Banten,Tangerang - Kabupaten,Sukadiri,Kosambi,15530
1560,Banten,Tangerang - Kabupaten,Sukadiri,Mekar Kondang,15530
1561,Banten,Tangerang - Kabupaten,Sukadiri,Pekayon,15530
1562,Banten,Tangerang - Kabupaten,Sukadiri,Sukadiri,15530
1563,Banten,Tangerang - Kabupaten,Sukadiri,Rawa Kidang,15530
1564,Banten,Tangerang - Kabupaten,Sukadiri,Karang Serang,15530
1565,Banten,Tangerang - Kabupaten,Rajeg,Jambu Karya,15540
1566,Banten,Tangerang - Kabupaten,Rajeg,Daon,15540
1567,Banten,Tangerang - Kabupaten,Rajeg,Suka Tani,15540
1568,Banten,Tangerang - Kabupaten,Rajeg,Mekarsari,15540
1569,Banten,Tangerang - Kabupaten,Rajeg,Suka Sari,15540
1570,Banten,Tangerang - Kabupaten,Rajeg,Rajegmulya,15540
1571,Banten,Tangerang - Kabupaten,Rajeg,Rajeg,15540
1572,Banten,Tangerang - Kabupaten,Rajeg,Suka Manah,15540
1573,Banten,Tangerang - Kabupaten,Rajeg,Pangarengan,15540
1574,Banten,Tangerang - Kabupaten,Rajeg,Ranca Bango,15540
1575,Banten,Tangerang - Kabupaten,Rajeg,Lembang Sari,15540
1576,Banten,Tangerang - Kabupaten,Rajeg,Tanjakan,15540
1577,Banten,Tangerang - Kabupaten,Rajeg,Tanjakan Mekar,15540
1578,Banten,Tangerang - Kabupaten,Sepatan,Mekar Jaya,15520
1579,Banten,Tangerang - Kabupaten,Sepatan,Karet,15520
1580,Banten,Tangerang - Kabupaten,Sepatan,Pondok Jaya,15520
1581,Banten,Tangerang - Kabupaten,Sepatan,Sepatan,15520
1582,Banten,Tangerang - Kabupaten,Sepatan,Pisangan Jaya,15520
1583,Banten,Tangerang - Kabupaten,Sepatan,Sarakan,15520
1584,Banten,Tangerang - Kabupaten,Sepatan,Kayu Bongkok,15520
1585,Banten,Tangerang - Kabupaten,Sepatan,Kayu Agung,15520
1586,Banten,Tangerang - Kabupaten,Sepatan Timur,Lebak Wangi,15520
1587,Banten,Tangerang - Kabupaten,Sepatan Timur,Kedaung Barat,15520
1588,Banten,Tangerang - Kabupaten,Sepatan Timur,Jati Mulya,15520
1589,Banten,Tangerang - Kabupaten,Sepatan Timur,Tanah Merah,15520
1590,Banten,Tangerang - Kabupaten,Sepatan Timur,Sangiang,15520
1591,Banten,Tangerang - Kabupaten,Sepatan Timur,Gempol Sari,15520
1592,Banten,Tangerang - Kabupaten,Sepatan Timur,Pondok Kelor,15520
1593,Banten,Tangerang - Kabupaten,Sepatan Timur,Kampung Kelor,15520
1594,Banten,Tangerang - Kabupaten,Pakuhaji,Bunisari,15570
1595,Banten,Tangerang - Kabupaten,Pakuhaji,Rawa Boni,15570
1596,Banten,Tangerang - Kabupaten,Pakuhaji,Kiara Payung,15570
1597,Banten,Tangerang - Kabupaten,Pakuhaji,Gaga,15570
1598,Banten,Tangerang - Kabupaten,Pakuhaji,Laksana,15570
1599,Banten,Tangerang - Kabupaten,Pakuhaji,Buaran Bambu,15570
1600,Banten,Tangerang - Kabupaten,Pakuhaji,Pakuhaji,15570
1601,Banten,Tangerang - Kabupaten,Pakuhaji,Paku Alam,15570
1602,Banten,Tangerang - Kabupaten,Pakuhaji,Buaran Mangga,15570
1603,Banten,Tangerang - Kabupaten,Pakuhaji,Surya Bahari,15570
1604,Banten,Tangerang - Kabupaten,Pakuhaji,Sukawali,15570
1605,Banten,Tangerang - Kabupaten,Pakuhaji,Kramat,15570
1606,Banten,Tangerang - Kabupaten,Pakuhaji,Kalibaru,15570
1607,Banten,Tangerang - Kabupaten,Pakuhaji,Kohod,15570
1608,Banten,Tangerang - Kabupaten,Teluknaga,Bojong Renged,15510
1609,Banten,Tangerang - Kabupaten,Teluknaga,Kebon Cau,15510
1610,Banten,Tangerang - Kabupaten,Teluknaga,Teluk Naga,15510
1611,Banten,Tangerang - Kabupaten,Teluknaga,Babakan Asem,15510
1612,Banten,Tangerang - Kabupaten,Teluknaga,Kampung Melayu Timur,15510
1613,Banten,Tangerang - Kabupaten,Teluknaga,Kampung Melayu Barat,15510
1614,Banten,Tangerang - Kabupaten,Teluknaga,Kampung Besar,15510
1615,Banten,Tangerang - Kabupaten,Teluknaga,Lemo,15510
1616,Banten,Tangerang - Kabupaten,Teluknaga,Tegal Angus,15510
1617,Banten,Tangerang - Kabupaten,Teluknaga,Pangkalan,15510
1618,Banten,Tangerang - Kabupaten,Teluknaga,Tanjung Burung,15510
1619,Banten,Tangerang - Kabupaten,Teluknaga,Tanjung Pasir,15510
1620,Banten,Tangerang - Kabupaten,Teluknaga,Muara,15510
1621,Banten,Tangerang - Kabupaten,Kosambi,Rawa Rengas,15215
1622,Banten,Tangerang - Kabupaten,Kosambi,Rawa Burung,15215
1623,Banten,Tangerang - Kabupaten,Kosambi,Belimbing,15212
1624,Banten,Tangerang - Kabupaten,Kosambi,Jatimulya,15211
1625,Banten,Tangerang - Kabupaten,Kosambi,Dadap,15211
1626,Banten,Tangerang - Kabupaten,Kosambi,Kosambi Timur,15213
1627,Banten,Tangerang - Kabupaten,Kosambi,Kosambi Barat,15213
1628,Banten,Tangerang - Kabupaten,Kosambi,Cengklong,15212
1629,Banten,Tangerang - Kabupaten,Kosambi,Salembaran Jati,15214
1630,Banten,Tangerang - Kabupaten,Kosambi,Salembaran,15214
1631,Jawa Barat,Bekasi - Kabupaten,Setu,Ragemanunggal,17320
1632,Jawa Barat,Bekasi - Kabupaten,Setu,Muktijaya,17320
1633,Jawa Barat,Bekasi - Kabupaten,Setu,Kertarahayu,17320
1634,Jawa Barat,Bekasi - Kabupaten,Setu,Cikarageman,17320
1635,Jawa Barat,Bekasi - Kabupaten,Setu,Taman Sari,17320
1636,Jawa Barat,Bekasi - Kabupaten,Setu,Taman Rahayu,17320
1637,Jawa Barat,Bekasi - Kabupaten,Setu,Burangkeng,17320
1638,Jawa Barat,Bekasi - Kabupaten,Setu,Cileduk,17320
1639,Jawa Barat,Bekasi - Kabupaten,Setu,Cibening,17320
1640,Jawa Barat,Bekasi - Kabupaten,Setu,Cijengkol,17320
1641,Jawa Barat,Bekasi - Kabupaten,Setu,Lubangbuaya,17320
1642,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Jayamulya,17330
1643,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Sukaragam,17330
1644,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Sirnajaya,17330
1645,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Nagacipta,17330
1646,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Nagasari,17330
1647,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Cilangkara,17330
1648,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Sukasari,17330
1649,Jawa Barat,Bekasi - Kabupaten,Serang Baru,Jaya Sampurna,17330
1650,Jawa Barat,Bekasi - Kabupaten,Cikarang Pusat,Cicau,17530
1651,Jawa Barat,Bekasi - Kabupaten,Cikarang Pusat,Sukamahi,17530
1652,Jawa Barat,Bekasi - Kabupaten,Cikarang Pusat,Pasirranji,17530
1653,Jawa Barat,Bekasi - Kabupaten,Cikarang Pusat,Pasirtanjung,17530
1654,Jawa Barat,Bekasi - Kabupaten,Cikarang Pusat,Hegarmukti,17530
1655,Jawa Barat,Bekasi - Kabupaten,Cikarang Pusat,Jayamukti,17530
1656,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Sukasejati,17530
1657,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Ciantra,17530
1658,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Sukadami,17530
1659,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Serang,17530
1660,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Sukaresmi,17530
1661,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Cibatu,17530
1662,Jawa Barat,Bekasi - Kabupaten,Cikarang Selatan,Pasirsari,17530
1663,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Cibarusahjaya,17340
1664,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Cibarusahkota,17340
1665,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Sindangmulya,17340
1666,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Wibawamulya,17340
1667,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Sirnajati,17340
1668,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Ridogalih,17340
1669,Jawa Barat,Bekasi - Kabupaten,Cibarusah,Ridomanah,17340
1670,Jawa Barat,Bekasi - Kabupaten,Bojongmangu,Karangindah,17350
1671,Jawa Barat,Bekasi - Kabupaten,Bojongmangu,Karangmulya,17356
1672,Jawa Barat,Bekasi - Kabupaten,Bojongmangu,Bojongmanggu,17352
1673,Jawa Barat,Bekasi - Kabupaten,Bojongmangu,Medalkrisna,17350
1674,Jawa Barat,Bekasi - Kabupaten,Bojongmangu,Sukamukti,17350
1675,Jawa Barat,Bekasi - Kabupaten,Bojongmangu,Sukabungah,17350
1676,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Sertajaya,17530
1677,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Hegarmanah,17530
1678,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Cipayung,17530
1679,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Jatireja,17530
1680,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Jatibaru,17530
1681,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Tanjungbaru,17530
1682,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Labansari,17530
1683,Jawa Barat,Bekasi - Kabupaten,Cikarang Timur,Karangsari,17530
1684,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Bojongsari,17540
1685,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Kedungwaringin,17540
1686,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Waringin Jaya,17540
1687,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Karang Sambung,17540
1688,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Karang Harum,17540
1689,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Mekar Jaya,17540
1690,Jawa Barat,Bekasi - Kabupaten,Kedung Waringin,Karang Mekar,17540
1691,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Wangunharja,17530
1692,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Harja Mekar,17530
1693,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Pasir Gombong,17530
1694,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Mekarmukti,17530
1695,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Simpangan,17530
1696,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Tanjungsari,17530
1697,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Cikarang Kota,17530
1698,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Karang Baru,17530
1699,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Karangasih,17530
1700,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Karangraharja,17530
1701,Jawa Barat,Bekasi - Kabupaten,Cikarang Utara,Waluya,17530
1702,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Sukaraya,17530
1703,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karang Rahayu,17530
1704,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karangsetia,17530
1705,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karangsatu,17530
1706,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karangmukti,17530
1707,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karanganyar,17530
1708,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karangbahagia,17530
1709,Jawa Barat,Bekasi - Kabupaten,Karangbahagia,Karangsentosa,17530
1710,Jawa Barat,Bekasi - Kabupaten,Cibitung,Cibuntu,17520
1711,Jawa Barat,Bekasi - Kabupaten,Cibitung,Wanasari,17520
1712,Jawa Barat,Bekasi - Kabupaten,Cibitung,Wanajaya,17520
1713,Jawa Barat,Bekasi - Kabupaten,Cibitung,Sukajaya,17520
1714,Jawa Barat,Bekasi - Kabupaten,Cibitung,Kerta Mukti,17520
1715,Jawa Barat,Bekasi - Kabupaten,Cibitung,Muktiwari,17520
1716,Jawa Barat,Bekasi - Kabupaten,Cibitung,Sarimukti,17520
1717,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Telajung,17530
1718,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Cikedokan,17530
1719,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Jatiwangi,17530
1720,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Mekarwangi,17530
1721,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Gandamekar,17530
1722,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Danau Indah,17530
1723,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Gandasari,17530
1724,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Sukadanau,17530
1725,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Telaga Asih,17530
1726,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Telagamurni,17530
1727,Jawa Barat,Bekasi - Kabupaten,Cikarang Barat,Kali Jaya,17530
1728,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Jatimulya,17510
1729,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Lambangsari,17510
1730,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Lambangjaya,17510
1731,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Tambun,17510
1732,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Setiadarma,17510
1733,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Setiamekar,17510
1734,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Mekarsari,17510
1735,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Tridaya Sakti,17510
1736,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Mangunjaya,17510
1737,Jawa Barat,Bekasi - Kabupaten,Tambun Selatan,Sumberjaya,17510
1738,Jawa Barat,Bekasi - Kabupaten,Tambun Utara,Karangsatria,17510
1739,Jawa Barat,Bekasi - Kabupaten,Tambun Utara,Satriajaya,17510
1740,Jawa Barat,Bekasi - Kabupaten,Tambun Utara,Jejalenjaya,17510
1741,Jawa Barat,Bekasi - Kabupaten,Tambun Utara,Satriamekar,17510
1742,Jawa Barat,Bekasi - Kabupaten,Tambun Utara,Sriamur,17510
