id,province,city_regency,district,sub_district,postal_code
2113,Jawa Timur,Surabaya,Genteng,Ketabang,60272
2114,Jawa Timur,Surabaya,Genteng,Genteng,60275
2115,Jawa Timur,Surabaya,Genteng,Peneleh,60274
2116,Jawa Timur,Surabaya,Genteng,Kapasari,60273
2117,Jawa Timur,Surabaya,Tambaksari,Pacar Keling,60131
2118,Jawa Timur,Surabaya,Tambaksari,Pacar Kembang,60132
2119,Jawa Timur,Surabaya,Tambaksari,Ploso,60133
2120,Jawa Timur,Surabaya,Tambaksari,Tambaksari,60136
2121,Jawa Timur,Surabaya,Tambaksari,Rangkah,60135
2122,Jawa Timur,Surabaya,Tambaksari,Gading,60134
2123,Jawa Timur,Surabaya,Tambaksari,Kapasmadya Baru,60137
2124,Jawa Timur,Surabaya,Tambaksari,Dukuh Setro,60138
2125,Jawa Timur,Surabaya,Kenjeran,Tanah Kali Kedinding,60129
2126,Jawa Timur,Surabaya,Kenjeran,Sidotopo Wetan,60128
2127,Jawa Timur,Surabaya,Kenjeran,Bulak Banteng,60127
2128,Jawa Timur,Surabaya,Kenjeran,Tambak Wedi,60126
2129,Jawa Timur,Surabaya,Bulak,Kenjeran,60123
2130,Jawa Timur,Surabaya,Bulak,Bulak,60124
2131,Jawa Timur,Surabaya,Bulak,Kedung Cowek,60125
2132,Jawa Timur,Surabaya,Bulak,Sukolilo Baru,60122
2133,Jawa Timur,Surabaya,Simokerto,Kapasan,60141
2134,Jawa Timur,Surabaya,Simokerto,Tambakrejo,60142
2135,Jawa Timur,Surabaya,Simokerto,Simokerto,60143
2136,Jawa Timur,Surabaya,Simokerto,Sidodadi,60145
2137,Jawa Timur,Surabaya,Simokerto,Simolawang,60144
2138,Jawa Timur,Surabaya,Semampir,Ampel,60151
2139,Jawa Timur,Surabaya,Semampir,Sidotopo,60152
2140,Jawa Timur,Surabaya,Semampir,Pegirian,60153
2141,Jawa Timur,Surabaya,Semampir,Wonokusumo,60154
2142,Jawa Timur,Surabaya,Semampir,Ujung,60155
2143,Jawa Timur,Surabaya,Pabean Cantian,Bongkaran,60161
2144,Jawa Timur,Surabaya,Pabean Cantian,Nyamplungan,60162
2145,Jawa Timur,Surabaya,Pabean Cantian,Krembangan Utara,60163
2146,Jawa Timur,Surabaya,Pabean Cantian,Perak Timur,60164
2147,Jawa Timur,Surabaya,Pabean Cantian,Perak Utara,60165
2148,Jawa Timur,Surabaya,Bubutan,Tembok Dukuh,60173
2149,Jawa Timur,Surabaya,Bubutan,Bubutan,60174
2150,Jawa Timur,Surabaya,Bubutan,Alon-alon Contong,60174
2151,Jawa Timur,Surabaya,Bubutan,Gundih,60172
2152,Jawa Timur,Surabaya,Bubutan,Jepara,60171
2153,Jawa Timur,Surabaya,Krembangan,Dupak,60179
2154,Jawa Timur,Surabaya,Krembangan,Morokrembangan,60178
2155,Jawa Timur,Surabaya,Krembangan,Perak Barat,60177
2156,Jawa Timur,Surabaya,Krembangan,Kemayoran,60176
2157,Jawa Timur,Surabaya,Krembangan,Krembangan Selatan,60175
2158,Jawa Timur,Surabaya,Asemrowo,Asemrowo,60182
2159,Jawa Timur,Surabaya,Asemrowo,Genting Kalianak,60182
2160,Jawa Timur,Surabaya,Asemrowo,Tambak Sarioso,60184
2161,Jawa Timur,Surabaya,Benowo,Sememi,60198
2162,Jawa Timur,Surabaya,Benowo,Kandangan,60199
2163,Jawa Timur,Surabaya,Benowo,Tambak Osowilangon,60191
2164,Jawa Timur,Surabaya,Benowo,Romokalisari,60192
2165,Jawa Timur,Surabaya,Pakal,Babat Jerawat,60197
2166,Jawa Timur,Surabaya,Pakal,Pakal,60196
2167,Jawa Timur,Surabaya,Pakal,Benowo,60195
2168,Jawa Timur,Surabaya,Pakal,Sumberrejo,60198
2169,Bali,Denpasar,Denpasar Selatan,Pemogan,80221
2170,Bali,Denpasar,Denpasar Selatan,Pedungan,80222
2171,Bali,Denpasar,Denpasar Selatan,Sesetan,80223
2172,Bali,Denpasar,Denpasar Selatan,Serangan,80229
2173,Bali,Denpasar,Denpasar Selatan,Sidakarya,80224
2174,Bali,Denpasar,Denpasar Selatan,Panjer,80225
2175,Bali,Denpasar,Denpasar Selatan,Renon,80226
2176,Bali,Denpasar,Denpasar Selatan,Sanur Kauh,80227
2177,Bali,Denpasar,Denpasar Selatan,Sanur,80228
2178,Bali,Denpasar,Denpasar Selatan,Sanur Kaja,80227
2179,Bali,Denpasar,Denpasar Timur,Dangin Puri Klod,80234
2180,Bali,Denpasar,Denpasar Timur,Sumerta Kelod,80239
2181,Bali,Denpasar,Denpasar Timur,Kesiman,80237
2182,Bali,Denpasar,Denpasar Timur,Kesiman Petilan,80237
2183,Bali,Denpasar,Denpasar Timur,Kesiman Kertalangu,80237
2184,Bali,Denpasar,Denpasar Timur,Sumerta,80235
2185,Bali,Denpasar,Denpasar Timur,Sumerta Kaja,80236
2186,Bali,Denpasar,Denpasar Timur,Sumerta Kauh,80236
2187,Bali,Denpasar,Denpasar Timur,Dangin Puri,80232
2188,Bali,Denpasar,Denpasar Timur,Penatih,80238
2189,Bali,Denpasar,Denpasar Timur,Penatih Dangin Puri,80238
2190,Bali,Denpasar,Denpasar Barat,Padangsambian Klod,80117
2191,Bali,Denpasar,Denpasar Barat,Pemecutan Klod,80119
2192,Bali,Denpasar,Denpasar Barat,Dauh Puri Kauh,80113
2193,Bali,Denpasar,Denpasar Barat,Dauh Puri Klod,80114
2194,Bali,Denpasar,Denpasar Barat,Dauh Puri,80113
2195,Bali,Denpasar,Denpasar Barat,Dauh Puri Kangin,80112
2196,Bali,Denpasar,Denpasar Barat,Pemecutan,80119
2197,Bali,Denpasar,Denpasar Barat,Tegal Harum,80119
2198,Bali,Denpasar,Denpasar Barat,Tegal Kertha,80119
2199,Bali,Denpasar,Denpasar Barat,Padangsambian,80117
2200,Bali,Denpasar,Denpasar Barat,Padangsambian Kaja,80117
2201,Bali,Denpasar,Denpasar Utara,Pemecutan Kaja,80118
2202,Bali,Denpasar,Denpasar Utara,Dauh Puri Kaja,80111
2203,Bali,Denpasar,Denpasar Utara,Dangin Puri Kauh,80231
2204,Bali,Denpasar,Denpasar Utara,Dangin Puri Kaja,80118
2205,Bali,Denpasar,Denpasar Utara,Dangin Puri Kangin,80233
2206,Bali,Denpasar,Denpasar Utara,Tonja,80239
2207,Bali,Denpasar,Denpasar Utara,Peguyangan,80115
2208,Bali,Denpasar,Denpasar Utara,Ubung,80116
2209,Bali,Denpasar,Denpasar Utara,Ubung Kaja,80116
2210,Bali,Denpasar,Denpasar Utara,Peguyangan Kaja,80115
2211,Bali,Denpasar,Denpasar Utara,Peguyangan Kangin,80115
2212,DI Yogyakarta,Sleman - Kabupaten,Moyudan,Sumberrahayu,55563
2213,DI Yogyakarta,Sleman - Kabupaten,Moyudan,Sumbersari,55563
2214,DI Yogyakarta,Sleman - Kabupaten,Moyudan,Sumber Agung,55563
2215,DI Yogyakarta,Sleman - Kabupaten,Moyudan,Sumberarum,55563
2216,DI Yogyakarta,Sleman - Kabupaten,Moyudan,Sendang Mulyo,55563
2217,DI Yogyakarta,Sleman - Kabupaten,Minggir,Sendang Arum,55562
2218,DI Yogyakarta,Sleman - Kabupaten,Minggir,Sendang Rejo,55562
2219,DI Yogyakarta,Sleman - Kabupaten,Minggir,Sendangsari,55562
2220,DI Yogyakarta,Sleman - Kabupaten,Minggir,Sendangagung,55562
2221,DI Yogyakarta,Sleman - Kabupaten,Seyegan,Margoluwih,55561
2222,DI Yogyakarta,Sleman - Kabupaten,Seyegan,Margodadi,55561
2223,DI Yogyakarta,Sleman - Kabupaten,Seyegan,Margomulyo,55561
2224,DI Yogyakarta,Sleman - Kabupaten,Seyegan,Margoagung,55561
2225,DI Yogyakarta,Sleman - Kabupaten,Seyegan,Margokaton,55561
2226,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidorejo,55264
2227,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidoluhur,55264
2228,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidomulyo,55264
2229,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidoagung,55264
2230,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidokarto,55264
2231,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidoarum,55264
2232,DI Yogyakarta,Sleman - Kabupaten,Godean,Sidomoyo,55264
2233,DI Yogyakarta,Sleman - Kabupaten,Gamping,Balecatur,55295
2234,DI Yogyakarta,Sleman - Kabupaten,Gamping,Ambarketawang,55294
2235,DI Yogyakarta,Sleman - Kabupaten,Gamping,Banyuraden,55293
2236,DI Yogyakarta,Sleman - Kabupaten,Gamping,Nogotirto,55292
2237,DI Yogyakarta,Sleman - Kabupaten,Gamping,Trihanggo,55291
2238,DI Yogyakarta,Sleman - Kabupaten,Mlati,Tirtoadi,55287
2239,DI Yogyakarta,Sleman - Kabupaten,Mlati,Sumberadi,55288
2240,DI Yogyakarta,Sleman - Kabupaten,Mlati,Tlogoadi,55286
2241,DI Yogyakarta,Sleman - Kabupaten,Mlati,Sendangadi,55285
2242,DI Yogyakarta,Sleman - Kabupaten,Mlati,Sinduadi,55284
2243,DI Yogyakarta,Sleman - Kabupaten,Depok,Catur Tunggal,55281
2244,DI Yogyakarta,Sleman - Kabupaten,Depok,Maguwoharjo,55282
2245,DI Yogyakarta,Sleman - Kabupaten,Depok,Condong Catur,55283
2246,DI Yogyakarta,Sleman - Kabupaten,Berbah,Sendang Tirto,55573
2247,DI Yogyakarta,Sleman - Kabupaten,Berbah,Tegal Tirto,55573
2248,DI Yogyakarta,Sleman - Kabupaten,Berbah,Jogo Tirto,55573
2249,DI Yogyakarta,Sleman - Kabupaten,Berbah,Kali Tirto,55573
2250,DI Yogyakarta,Sleman - Kabupaten,Prambanan,Sumber Harjo,55572
2251,DI Yogyakarta,Sleman - Kabupaten,Prambanan,Wukir Harjo,55572
2252,DI Yogyakarta,Sleman - Kabupaten,Prambanan,Gayam Harjo,55572
2253,DI Yogyakarta,Sleman - Kabupaten,Prambanan,Sambi Rejo,55572
2254,DI Yogyakarta,Sleman - Kabupaten,Prambanan,Madu Rejo,55572
2255,DI Yogyakarta,Sleman - Kabupaten,Prambanan,Boko Harjo,55572
2256,DI Yogyakarta,Sleman - Kabupaten,Kalasan,Purwo Martani,55571
2257,DI Yogyakarta,Sleman - Kabupaten,Kalasan,Tirto Martani,55571
2258,DI Yogyakarta,Sleman - Kabupaten,Kalasan,Taman Martani,55571
2259,DI Yogyakarta,Sleman - Kabupaten,Kalasan,Selo Martani,55571
2260,DI Yogyakarta,Sleman - Kabupaten,Ngemplak,Wedomartani,55584
2261,DI Yogyakarta,Sleman - Kabupaten,Ngemplak,Umbulmartani,55584
2262,DI Yogyakarta,Sleman - Kabupaten,Ngemplak,Widodo Martani,55584
2263,DI Yogyakarta,Sleman - Kabupaten,Ngemplak,Bimo Martani,55584
2264,DI Yogyakarta,Sleman - Kabupaten,Ngemplak,Sindumartani,55584
2265,DI Yogyakarta,Sleman - Kabupaten,Ngaglik,Sari Harjo,55581
2266,DI Yogyakarta,Sleman - Kabupaten,Ngaglik,Sinduharjo,55581
2267,DI Yogyakarta,Sleman - Kabupaten,Ngaglik,Minomartani,55581
2268,DI Yogyakarta,Sleman - Kabupaten,Ngaglik,Suko Harjo,55581
2269,DI Yogyakarta,Sleman - Kabupaten,Ngaglik,Sardonoharjo,55581
2270,DI Yogyakarta,Sleman - Kabupaten,Ngaglik,Donoharjo,55581
2271,DI Yogyakarta,Sleman - Kabupaten,Sleman,Catur Harjo,55515
2272,DI Yogyakarta,Sleman - Kabupaten,Sleman,Triharjo,55514
2273,DI Yogyakarta,Sleman - Kabupaten,Sleman,Tridadi,55511
2274,DI Yogyakarta,Sleman - Kabupaten,Sleman,Pandowo Harjo,55512
2275,DI Yogyakarta,Sleman - Kabupaten,Sleman,Tri Mulyo,55513
2276,DI Yogyakarta,Sleman - Kabupaten,Tempel,Banyu Rejo,55552
2277,DI Yogyakarta,Sleman - Kabupaten,Tempel,Tambak Rejo,55552
2278,DI Yogyakarta,Sleman - Kabupaten,Tempel,Sumber Rejo,55552
2279,DI Yogyakarta,Sleman - Kabupaten,Tempel,Pondok Rejo,55552
2280,DI Yogyakarta,Sleman - Kabupaten,Tempel,Moro Rejo,55552
2281,DI Yogyakarta,Sleman - Kabupaten,Tempel,Margo Rejo,55552
2282,DI Yogyakarta,Sleman - Kabupaten,Tempel,Lumbung Rejo,55552
2283,DI Yogyakarta,Sleman - Kabupaten,Tempel,Merdiko Rejo,55552
2284,DI Yogyakarta,Sleman - Kabupaten,Turi,Bangun Kerto,55551
2285,DI Yogyakarta,Sleman - Kabupaten,Turi,Donoerto,55551
2286,DI Yogyakarta,Sleman - Kabupaten,Turi,Giri Kerto,55551
2287,DI Yogyakarta,Sleman - Kabupaten,Turi,Wono Kerto,55551
2288,DI Yogyakarta,Sleman - Kabupaten,Pakem,Purwo Binangun,55582
2289,DI Yogyakarta,Sleman - Kabupaten,Pakem,Candi Binangun,55582
2290,DI Yogyakarta,Sleman - Kabupaten,Pakem,Harjo Binangun,55582
2291,DI Yogyakarta,Sleman - Kabupaten,Pakem,Pakem Binangun,55582
2292,DI Yogyakarta,Sleman - Kabupaten,Pakem,Hargo Binangun,55582
2293,DI Yogyakarta,Sleman - Kabupaten,Cangkringan,Wukir Sari,55583
2294,DI Yogyakarta,Sleman - Kabupaten,Cangkringan,Argo Mulyo,55583
2295,DI Yogyakarta,Sleman - Kabupaten,Cangkringan,Glagah Harjo,55583
2296,DI Yogyakarta,Sleman - Kabupaten,Cangkringan,Kepuh Harjo,55583
2297,DI Yogyakarta,Sleman - Kabupaten,Cangkringan,Umbul Harjo,55583
2298,Sulawesi Selatan,Makassar,Mariso,Bontorannu,90126
2299,Sulawesi Selatan,Makassar,Mariso,Tamarunang,90126
2300,Sulawesi Selatan,Makassar,Mariso,Mattoangin,90121
2301,Sulawesi Selatan,Makassar,Mariso,Kampung Buyang,90121
2302,Sulawesi Selatan,Makassar,Mariso,Mariso,90122
2303,Sulawesi Selatan,Makassar,Mariso,Lette,90123
2304,Sulawesi Selatan,Makassar,Mariso,Mario,90125
2305,Sulawesi Selatan,Makassar,Mariso,Panambungan,90121
2306,Sulawesi Selatan,Makassar,Mariso,Kunjung Mae,90125
2307,Sulawesi Selatan,Makassar,Mamajang,Tamparang Keke,90134
2308,Sulawesi Selatan,Makassar,Mamajang,Sambung Jawa,90134
2309,Sulawesi Selatan,Makassar,Mamajang,Karang Anyar,90134
2310,Sulawesi Selatan,Makassar,Mamajang,Baji Mappakasunggu,90131
2311,Sulawesi Selatan,Makassar,Mamajang,Pa'Batang,90131
2312,Sulawesi Selatan,Makassar,Mamajang,Parang,90133
2313,Sulawesi Selatan,Makassar,Mamajang,Bonto Lebang,90133
2314,Sulawesi Selatan,Makassar,Mamajang,Mamajang Dalam,90135
2315,Sulawesi Selatan,Makassar,Mamajang,Labuang Baji,90132
2316,Sulawesi Selatan,Makassar,Mamajang,Bonto Biraeng,90132
2317,Sulawesi Selatan,Makassar,Mamajang,Mandala,90135
2318,Sulawesi Selatan,Makassar,Mamajang,Maricaya Selatan,90131
2319,Sulawesi Selatan,Makassar,Mamajang,Mamajang Luar,90132
2320,Sulawesi Selatan,Makassar,Tamalate,Barombong,90225
2321,Sulawesi Selatan,Makassar,Tamalate,Tanjung Merdeka,90225
2322,Sulawesi Selatan,Makassar,Tamalate,Maccini Sombala,90224
2323,Sulawesi Selatan,Makassar,Tamalate,Balang Baru,90224
2324,Sulawesi Selatan,Makassar,Tamalate,Jongaya,90223
2325,Sulawesi Selatan,Makassar,Tamalate,Bongaya,90223
2326,Sulawesi Selatan,Makassar,Tamalate,Pa'Baeng-Baeng,90221
2327,Sulawesi Selatan,Makassar,Tamalate,Mannuruki,90221
2328,Sulawesi Selatan,Makassar,Tamalate,Parang Tambung,90224
2329,Sulawesi Selatan,Makassar,Tamalate,Mangasa,90221
2330,Sulawesi Selatan,Makassar,Rappocini,Gunung Sari,90221
2331,Sulawesi Selatan,Makassar,Rappocini,Karunrung,90222
2332,Sulawesi Selatan,Makassar,Rappocini,Mappala,90222
2333,Sulawesi Selatan,Makassar,Rappocini,Kassi-Kassi,90222
2334,Sulawesi Selatan,Makassar,Rappocini,Bonto Makkio,90222
2335,Sulawesi Selatan,Makassar,Rappocini,Tidung,90222
2336,Sulawesi Selatan,Makassar,Rappocini,Banta-Bataeng,90222
2337,Sulawesi Selatan,Makassar,Rappocini,Buakana,90222
2338,Sulawesi Selatan,Makassar,Rappocini,Rappocini,90222
2339,Sulawesi Selatan,Makassar,Rappocini,Ballaparang,90222
2340,Sulawesi Selatan,Makassar,Makassar,Maricaya,90142
2341,Sulawesi Selatan,Makassar,Makassar,Maricaya Baru,90142
2342,Sulawesi Selatan,Makassar,Makassar,Maradekaya Selatan,90141
2343,Sulawesi Selatan,Makassar,Makassar,Bara-Baraya Selatan,90143
2344,Sulawesi Selatan,Makassar,Makassar,Bara-Baraya,90143
2345,Sulawesi Selatan,Makassar,Makassar,Maradekaya,90141
2346,Sulawesi Selatan,Makassar,Makassar,Maradekaya Utara,90141
2347,Sulawesi Selatan,Makassar,Makassar,Bara-Baraya Utara,90143
2348,Sulawesi Selatan,Makassar,Makassar,Bara-Baraya Timur,90143
2349,Sulawesi Selatan,Makassar,Makassar,Maccini Parang,90144
2350,Sulawesi Selatan,Makassar,Makassar,Maccini,90144
2351,Sulawesi Selatan,Makassar,Makassar,Maccini Gusung,90144
2352,Sulawesi Selatan,Makassar,Makassar,Barana`,90145
2353,Sulawesi Selatan,Makassar,Makassar,Lariang Bangi,90141
2354,Sulawesi Selatan,Makassar,Ujung Pandang,Lae-Lae,90111
2355,Sulawesi Selatan,Makassar,Ujung Pandang,Losari,90111
2356,Sulawesi Selatan,Makassar,Ujung Pandang,Mangkura,90113
2357,Sulawesi Selatan,Makassar,Ujung Pandang,Pisang Selatan,90114
2358,Sulawesi Selatan,Makassar,Ujung Pandang,Lajangiru,90114
2359,Sulawesi Selatan,Makassar,Ujung Pandang,Sawerigading,90113
2360,Sulawesi Selatan,Makassar,Ujung Pandang,Maloku,90112
2361,Sulawesi Selatan,Makassar,Ujung Pandang,Bulogading,90111
2362,Sulawesi Selatan,Makassar,Ujung Pandang,Baru,90111
2363,Sulawesi Selatan,Makassar,Ujung Pandang,Pisang Utara,90115
2364,Sulawesi Selatan,Makassar,Wajo,Pattunuang,90174
2365,Sulawesi Selatan,Makassar,Wajo,Ende,90174
2366,Sulawesi Selatan,Makassar,Wajo,Melayu Baru,90171
2367,Sulawesi Selatan,Makassar,Wajo,Melayu,90171
2368,Sulawesi Selatan,Makassar,Wajo,Butung,90173
2369,Sulawesi Selatan,Makassar,Wajo,Mampu,90173
2370,Sulawesi Selatan,Makassar,Wajo,Malimongan,90172
2371,Sulawesi Selatan,Makassar,Wajo,Malimongan Tua,90172
2372,Sulawesi Selatan,Makassar,Bontoala,Gaddong,90157
2373,Sulawesi Selatan,Makassar,Bontoala,Wojo Baru,90151
2374,Sulawesi Selatan,Makassar,Bontoala,Tompo Balang,90151
2375,Sulawesi Selatan,Makassar,Bontoala,Malimongan Baru,90152
2376,Sulawesi Selatan,Makassar,Bontoala,Timungan Lompoa,90151
2377,Sulawesi Selatan,Makassar,Bontoala,Baraya,90153
2378,Sulawesi Selatan,Makassar,Bontoala,Bontoala,90156
2379,Sulawesi Selatan,Makassar,Bontoala,Bontoala Parang,90157
2380,Sulawesi Selatan,Makassar,Bontoala,Bantoala Tua,90156
2381,Sulawesi Selatan,Makassar,Bontoala,Bunga Ejaya,90154
2382,Sulawesi Selatan,Makassar,Bontoala,Layang,90154
2383,Sulawesi Selatan,Makassar,Bontoala,Parang Layang,90155
2384,Sulawesi Selatan,Makassar,Ujung Tanah,Kodingareng,90168
2385,Sulawesi Selatan,Makassar,Ujung Tanah,Barrang Caddi,90167
2386,Sulawesi Selatan,Makassar,Ujung Tanah,Barrang Lompo,90166
2387,Sulawesi Selatan,Makassar,Ujung Tanah,Ujung Tanah,90164
2388,Sulawesi Selatan,Makassar,Ujung Tanah,Tamalabba,90164
2389,Sulawesi Selatan,Makassar,Ujung Tanah,Tabaringan,90165
2390,Sulawesi Selatan,Makassar,Ujung Tanah,Totaka,90165
2391,Sulawesi Selatan,Makassar,Ujung Tanah,Pattingalloang,90161
2392,Sulawesi Selatan,Makassar,Ujung Tanah,Gusung,90163
2393,Sulawesi Selatan,Makassar,Ujung Tanah,Pattingalloang Baru,90161
2394,Sulawesi Selatan,Makassar,Ujung Tanah,Camba Berua,90162
2395,Sulawesi Selatan,Makassar,Ujung Tanah,Cambaya,90162
2396,Sulawesi Selatan,Makassar,Tallo,Bunga Eja Beru,90211
2397,Sulawesi Selatan,Makassar,Tallo,Lembo,90213
2398,Sulawesi Selatan,Makassar,Tallo,Kalukuang,90214
2399,Sulawesi Selatan,Makassar,Tallo,La'latang,90211
2400,Sulawesi Selatan,Makassar,Tallo,Rappojawa,90215
2401,Sulawesi Selatan,Makassar,Tallo,Tammua,90216
2402,Sulawesi Selatan,Makassar,Tallo,Rappokalling,90216
2403,Sulawesi Selatan,Makassar,Tallo,Wala-walaya,90217
2404,Sulawesi Selatan,Makassar,Tallo,Ujung Pandang Baru,90217
2405,Sulawesi Selatan,Makassar,Tallo,Suwangga,90211
2406,Sulawesi Selatan,Makassar,Tallo,Pannampu,90213
2407,Sulawesi Selatan,Makassar,Tallo,Kaluku Bodoa,90215
2408,Sulawesi Selatan,Makassar,Tallo,Buloa,90212
2409,Sulawesi Selatan,Makassar,Tallo,Tallo,90212
2410,Sulawesi Selatan,Makassar,Tallo,Lakkang,90211
2411,Sulawesi Selatan,Makassar,Panakkukang,Paropo,90233
2412,Sulawesi Selatan,Makassar,Panakkukang,Karampuang,90231
2413,Sulawesi Selatan,Makassar,Panakkukang,Pandang,90231
2414,Sulawesi Selatan,Makassar,Panakkukang,Masale,90231
2415,Sulawesi Selatan,Makassar,Panakkukang,Tamamaung,90231
2416,Sulawesi Selatan,Makassar,Panakkukang,Karuwisi,90232
2417,Sulawesi Selatan,Makassar,Panakkukang,Sinri Jala,90231
2418,Sulawesi Selatan,Makassar,Panakkukang,Karuwisi Utara,90232
2419,Sulawesi Selatan,Makassar,Panakkukang,Pampang,90231
2420,Sulawesi Selatan,Makassar,Panakkukang,Panaikang,90231
2421,Sulawesi Selatan,Makassar,Panakkukang,Tello Baru,90232
2422,Sulawesi Selatan,Makassar,Manggala,Borong,90233
2423,Sulawesi Selatan,Makassar,Manggala,Bangkala,90235
2424,Sulawesi Selatan,Makassar,Manggala,Tamangapa,90235
2425,Sulawesi Selatan,Makassar,Manggala,Manggala,90234
2426,Sulawesi Selatan,Makassar,Manggala,Antang,90234
2427,Sulawesi Selatan,Makassar,Manggala,Batua,90233
2428,Sulawesi Selatan,Makassar,Biring Kanaya,Panccerakang,90241
2429,Sulawesi Selatan,Makassar,Biring Kanaya,Daya,90241
2430,Sulawesi Selatan,Makassar,Biring Kanaya,Pai,90243
2431,Sulawesi Selatan,Makassar,Biring Kanaya,Sudiang Raya,90242
2432,Sulawesi Selatan,Makassar,Biring Kanaya,Sudiang,90242
2433,Sulawesi Selatan,Makassar,Biring Kanaya,Bulurokeng,90243
2434,Sulawesi Selatan,Makassar,Biring Kanaya,Untia,90241
2435,Sulawesi Selatan,Makassar,Tamalanrea,Tamalanrea Indah,90245
2436,Sulawesi Selatan,Makassar,Tamalanrea,Tamalanrea Jaya,90245
2437,Sulawesi Selatan,Makassar,Tamalanrea,Tamalanrea,90245
2438,Sulawesi Selatan,Makassar,Tamalanrea,Kapasa,90241
2439,Sulawesi Selatan,Makassar,Tamalanrea,Parang Loe,90245
2440,Sulawesi Selatan,Makassar,Tamalanrea,Bira,90244
2441,Jawa Tengah,Semarang - Kota,Mijen,Cangkiran,50216
2442,Jawa Tengah,Semarang - Kota,Mijen,Bubakan,50216
2443,Jawa Tengah,Semarang - Kota,Mijen,KarangMalang - Kota,50216
2444,Jawa Tengah,Semarang - Kota,Mijen,polaman,50216
2445,Jawa Tengah,Semarang - Kota,Mijen,Prwosari,50217
2446,Jawa Tengah,Semarang - Kota,Mijen,Tambangan,50215
2447,Jawa Tengah,Semarang - Kota,Mijen,Jatisari,50275
2448,Jawa Tengah,Semarang - Kota,Mijen,Mijen,50219
2449,Jawa Tengah,Semarang - Kota,Mijen,Jatibarang,50219
2450,Jawa Tengah,Semarang - Kota,Mijen,Kedungpani,50211
2451,Jawa Tengah,Semarang - Kota,Mijen,Pesantren,50212
2452,Jawa Tengah,Semarang - Kota,Mijen,Ngadirgo,50213
2453,Jawa Tengah,Semarang - Kota,Mijen,Wonolopo,50215
2454,Jawa Tengah,Semarang - Kota,Mijen,Wonoplumbon,50214
2455,Jawa Tengah,Semarang - Kota,Gunungpati,,50229
2456,Jawa Tengah,Semarang - Kota,Gunungpati,Gunungpati,50229
2457,Jawa Tengah,Semarang - Kota,Gunungpati,Plalangan,50225
2458,Jawa Tengah,Semarang - Kota,Gunungpati,Sumurejo,50226
2459,Jawa Tengah,Semarang - Kota,Gunungpati,Pakintelan,50227
2460,Jawa Tengah,Semarang - Kota,Gunungpati,Mangunsari,50227
2461,Jawa Tengah,Semarang - Kota,Gunungpati,Patemon,50228
2462,Jawa Tengah,Semarang - Kota,Gunungpati,Ngijo,50228
2463,Jawa Tengah,Semarang - Kota,Gunungpati,Nongkosawit,50224
2464,Jawa Tengah,Semarang - Kota,Gunungpati,Cepoko,50223
2465,Jawa Tengah,Semarang - Kota,Gunungpati,Jatirejo,50223
2466,Jawa Tengah,Semarang - Kota,Gunungpati,Kandri,50222
2467,Jawa Tengah,Semarang - Kota,Gunungpati,Pungangan,50229
2468,Jawa Tengah,Semarang - Kota,Gunungpati,Kalisegoro,50229
2469,Jawa Tengah,Semarang - Kota,Gunungpati,Sekaran,50229
2470,Jawa Tengah,Semarang - Kota,Gunungpati,Sukorejo,50221
2471,Jawa Tengah,Semarang - Kota,Gunungpati,Sadeng,50222
2472,Jawa Tengah,Semarang - Kota,Banyumanik,Pundakpayung,50265
2473,Jawa Tengah,Semarang - Kota,Banyumanik,Gedawang,50266
2474,Jawa Tengah,Semarang - Kota,Banyumanik,Jabungan,50266
2475,Jawa Tengah,Semarang - Kota,Banyumanik,Padangsari,50267
2476,Jawa Tengah,Semarang - Kota,Banyumanik,Banyumanik,50264
2477,Jawa Tengah,Semarang - Kota,Banyumanik,Srondol Wetan,50263
2478,Jawa Tengah,Semarang - Kota,Banyumanik,Padalangan,50268
2479,Jawa Tengah,Semarang - Kota,Banyumanik,Sumurboto,50269
2480,Jawa Tengah,Semarang - Kota,Banyumanik,Srondol Kulon,50263
2481,Jawa Tengah,Semarang - Kota,Banyumanik,Tinjomoyo,50262
2482,Jawa Tengah,Semarang - Kota,Banyumanik,Ngesrep,50261
2483,Jawa Tengah,Semarang - Kota,Gajahmungkur,Sampangan,50232
2484,Jawa Tengah,Semarang - Kota,Gajahmungkur,Bendan Duwur,50235
2485,Jawa Tengah,Semarang - Kota,Gajahmungkur,Karang Rejo,50235
2486,Jawa Tengah,Semarang - Kota,Gajahmungkur,Gajahmungkur,50232
2487,Jawa Tengah,Semarang - Kota,Gajahmungkur,Bendan Ngisor,50233
2488,Jawa Tengah,Semarang - Kota,Gajahmungkur,Petompoan,50237
2489,Jawa Tengah,Semarang - Kota,Gajahmungkur,Bendungan,50231
2490,Jawa Tengah,Semarang - Kota,Gajahmungkur,Lempongsari,50231
2491,Jawa Tengah,Semarang - Kota,Semarang Selatan,Bulustalan,50246
2492,Jawa Tengah,Semarang - Kota,Semarang Selatan,Barusari,50245
